file,label_asli,koin_ke,diameter_px,prediksi,status
1000_34.jpeg,Rp1000,3,110,Rp1000,BENAR
1000_34.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_35.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_35.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_35.jpeg,Rp1000,3,118,Rp200,SALAH
1000_35.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_36.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_36.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_36.jpeg,Rp1000,3,114,Rp1000,BENAR
1000_36.jpeg,Rp1000,4,118,Rp200,SALAH
1000_37.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_37.jpeg,Rp1000,2,114,Rp1000,BENAR
1000_37.jpeg,Rp1000,3,110,Rp1000,BENAR
1000_37.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_38.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_38.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_38.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_38.jpeg,Rp1000,4,116,Rp200,SALAH
1000_39.jpeg,Rp1000,1,114,Rp1000,BENAR
1000_39.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_39.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_39.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_40.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_40.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_40.jpeg,Rp1000,3,114,Rp1000,BENAR
1000_40.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_41.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_41.jpeg,Rp1000,2,110,Rp1000,BENAR
1000_41.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_41.jpeg,Rp1000,4,114,Rp1000,BENAR
1000_41.jpeg,Rp1000,5,112,Rp1000,BENAR
1000_42.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_42.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_42.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_42.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_42.jpeg,Rp1000,5,112,Rp1000,BENAR
1000_43.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_43.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_43.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_43.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_43.jpeg,Rp1000,5,112,Rp1000,BENAR
1000_44.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_44.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_44.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_44.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_44.jpeg,Rp1000,5,112,Rp1000,BENAR
1000_45.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_45.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_45.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_45.jpeg,Rp1000,4,114,Rp1000,BENAR
1000_45.jpeg,Rp1000,5,112,Rp1000,BENAR
1000_46.jpeg,Rp1000,1,110,Rp1000,BENAR
1000_46.jpeg,Rp1000,2,114,Rp1000,BENAR
1000_46.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_46.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_46.jpeg,Rp1000,5,118,Rp200,SALAH
1000_47.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_47.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_47.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_47.jpeg,Rp1000,4,116,Rp200,SALAH
1000_47.jpeg,Rp1000,5,112,Rp1000,BENAR
1000_48.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_48.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_48.jpeg,Rp1000,3,114,Rp1000,BENAR
1000_48.jpeg,Rp1000,4,116,Rp200,SALAH
1000_48.jpeg,Rp1000,5,110,Rp1000,BENAR
1000_49.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_49.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_49.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_49.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_49.jpeg,Rp1000,5,114,Rp1000,BENAR
1000_50.jpeg,Rp1000,1,112,Rp1000,BENAR
1000_50.jpeg,Rp1000,2,112,Rp1000,BENAR
1000_50.jpeg,Rp1000,3,112,Rp1000,BENAR
1000_50.jpeg,Rp1000,4,112,Rp1000,BENAR
1000_50.jpeg,Rp1000,5,114,Rp1000,BENAR
200_01.jpeg,Rp200,1,116,Rp200,BENAR
200_02.jpeg,Rp200,1,116,Rp200,BENAR
200_03.jpeg,Rp200,1,116,Rp200,BENAR
200_04.jpeg,Rp200,1,116,Rp200,BENAR
200_05.jpeg,Rp200,1,112,Rp1000,SALAH
200_06.jpeg,Rp200,1,120,Rp200,BENAR
200_07.jpeg,Rp200,1,114,Rp1000,SALAH
200_08.jpeg,Rp200,1,114,Rp1000,SALAH
200_09.jpeg,Rp200,1,120,Rp200,BENAR
200_10.jpeg,Rp200,1,120,Rp200,BENAR
200_11.jpeg,Rp200,1,118,Rp200,BENAR
200_11.jpeg,Rp200,2,118,Rp200,BENAR
200_12.jpeg,Rp200,1,118,Rp200,BENAR
200_12.jpeg,Rp200,2,116,Rp200,BENAR
200_13.jpeg,Rp200,1,114,Rp1000,SALAH
200_13.jpeg,Rp200,2,114,Rp1000,SALAH
200_14.jpeg,Rp200,1,116,Rp200,BENAR
200_14.jpeg,Rp200,2,112,Rp1000,SALAH
200_15.jpeg,Rp200,1,116,Rp200,BENAR
200_15.jpeg,Rp200,2,110,Rp1000,SALAH
200_16.jpeg,Rp200,1,118,Rp200,BENAR
200_16.jpeg,Rp200,2,118,Rp200,BENAR
200_17.jpeg,Rp200,1,116,Rp200,BENAR
200_17.jpeg,Rp200,2,116,Rp200,BENAR
200_18.jpeg,Rp200,1,114,Rp1000,SALAH
200_18.jpeg,Rp200,2,122,Rp500,SALAH
200_19.jpeg,Rp200,1,116,Rp200,BENAR
200_19.jpeg,Rp200,2,122,Rp500,SALAH
200_20.jpeg,Rp200,1,116,Rp200,BENAR
200_20.jpeg,Rp200,2,118,Rp200,BENAR
200_21.jpeg,Rp200,1,118,Rp200,BENAR
200_21.jpeg,Rp200,2,116,Rp200,BENAR
200_21.jpeg,Rp200,3,116,Rp200,BENAR
200_22.jpeg,Rp200,1,116,Rp200,BENAR
200_22.jpeg,Rp200,2,114,Rp1000,SALAH
200_22.jpeg,Rp200,3,116,Rp200,BENAR
200_23.jpeg,Rp200,1,112,Rp1000,SALAH
200_23.jpeg,Rp200,2,118,Rp200,BENAR
200_23.jpeg,Rp200,3,112,Rp1000,SALAH
200_24.jpeg,Rp200,1,112,Rp1000,SALAH
200_24.jpeg,Rp200,2,112,Rp1000,SALAH
200_24.jpeg,Rp200,3,114,Rp1000,SALAH
200_25.jpeg,Rp200,1,112,Rp1000,SALAH
200_25.jpeg,Rp200,2,112,Rp1000,SALAH
200_25.jpeg,Rp200,3,118,Rp200,BENAR
200_26.jpeg,Rp200,1,118,Rp200,BENAR
200_26.jpeg,Rp200,2,112,Rp1000,SALAH
200_26.jpeg,Rp200,3,118,Rp200,BENAR
200_27.jpeg,Rp200,1,118,Rp200,BENAR
200_27.jpeg,Rp200,2,114,Rp1000,SALAH
200_27.jpeg,Rp200,3,116,Rp200,BENAR
200_28.jpeg,Rp200,1,116,Rp200,BENAR
200_28.jpeg,Rp200,2,116,Rp200,BENAR
200_28.jpeg,Rp200,3,112,Rp1000,SALAH
200_29.jpeg,Rp200,1,118,Rp200,BENAR
200_29.jpeg,Rp200,2,112,Rp1000,SALAH
200_29.jpeg,Rp200,3,116,Rp200,BENAR
200_30.jpeg,Rp200,1,116,Rp200,BENAR
200_30.jpeg,Rp200,2,116,Rp200,BENAR
200_30.jpeg,Rp200,3,114,Rp1000,SALAH
200_31.jpeg,Rp200,1,112,Rp1000,SALAH
200_31.jpeg,Rp200,2,118,Rp200,BENAR
200_31.jpeg,Rp200,3,114,Rp1000,SALAH
200_31.jpeg,Rp200,4,114,Rp1000,SALAH
200_32.jpeg,Rp200,1,118,Rp200,BENAR
200_32.jpeg,Rp200,2,118,Rp200,BENAR
200_32.jpeg,Rp200,3,110,Rp1000,SALAH
200_32.jpeg,Rp200,4,116,Rp200,BENAR
200_33.jpeg,Rp200,1,116,Rp200,BENAR
200_33.jpeg,Rp200,2,116,Rp200,BENAR
200_33.jpeg,Rp200,3,114,Rp1000,SALAH
200_33.jpeg,Rp200,4,114,Rp1000,SALAH
200_34.jpeg,Rp200,1,114,Rp1000,SALAH
200_34.jpeg,Rp200,2,112,Rp1000,SALAH
200_34.jpeg,Rp200,3,114,Rp1000,SALAH
200_34.jpeg,Rp200,4,110,Rp1000,SALAH
200_35.jpeg,Rp200,1,118,Rp200,BENAR
200_35.jpeg,Rp200,2,118,Rp200,BENAR
200_35.jpeg,Rp200,3,118,Rp200,BENAR
200_35.jpeg,Rp200,4,114,Rp1000,SALAH
200_36.jpeg,Rp200,1,116,Rp200,BENAR
200_36.jpeg,Rp200,2,118,Rp200,BENAR
200_36.jpeg,Rp200,3,110,Rp1000,SALAH
200_36.jpeg,Rp200,4,116,Rp200,BENAR
200_37.jpeg,Rp200,1,112,Rp1000,SALAH
200_37.jpeg,Rp200,2,120,Rp200,BENAR
200_37.jpeg,Rp200,3,112,Rp1000,SALAH
200_37.jpeg,Rp200,4,112,Rp1000,SALAH
200_38.jpeg,Rp200,1,116,Rp200,BENAR
200_38.jpeg,Rp200,2,118,Rp200,BENAR
200_38.jpeg,Rp200,3,112,Rp1000,SALAH
200_38.jpeg,Rp200,4,112,Rp1000,SALAH
200_39.jpeg,Rp200,1,120,Rp200,BENAR
200_39.jpeg,Rp200,2,120,Rp200,BENAR
200_39.jpeg,Rp200,3,116,Rp200,BENAR
200_39.jpeg,Rp200,4,112,Rp1000,SALAH
200_40.jpeg,Rp200,1,116,Rp200,BENAR
200_40.jpeg,Rp200,2,118,Rp200,BENAR
200_40.jpeg,Rp200,3,116,Rp200,BENAR
200_40.jpeg,Rp200,4,116,Rp200,BENAR
200_41.jpeg,Rp200,1,118,Rp200,BENAR
200_41.jpeg,Rp200,2,114,Rp1000,SALAH
200_41.jpeg,Rp200,3,114,Rp1000,SALAH
200_41.jpeg,Rp200,4,118,Rp200,BENAR
200_41.jpeg,Rp200,5,120,Rp200,BENAR
200_42.jpeg,Rp200,1,118,Rp200,BENAR
200_42.jpeg,Rp200,2,114,Rp1000,SALAH
200_42.jpeg,Rp200,3,114,Rp1000,SALAH
200_42.jpeg,Rp200,4,116,Rp200,BENAR
200_42.jpeg,Rp200,5,116,Rp200,BENAR
200_43.jpeg,Rp200,1,116,Rp200,BENAR
200_43.jpeg,Rp200,2,114,Rp1000,SALAH
200_43.jpeg,Rp200,3,114,Rp1000,SALAH
200_43.jpeg,Rp200,4,112,Rp1000,SALAH
200_43.jpeg,Rp200,5,116,Rp200,BENAR
200_44.jpeg,Rp200,1,116,Rp200,BENAR
200_44.jpeg,Rp200,2,116,Rp200,BENAR
200_44.jpeg,Rp200,3,116,Rp200,BENAR
200_44.jpeg,Rp200,4,120,Rp200,BENAR
200_44.jpeg,Rp200,5,116,Rp200,BENAR
200_45.jpeg,Rp200,1,118,Rp200,BENAR
200_45.jpeg,Rp200,2,120,Rp200,BENAR
200_45.jpeg,Rp200,3,116,Rp200,BENAR
200_45.jpeg,Rp200,4,120,Rp200,BENAR
200_45.jpeg,Rp200,5,120,Rp200,BENAR
200_46.jpeg,Rp200,1,118,Rp200,BENAR
200_46.jpeg,Rp200,2,118,Rp200,BENAR
200_46.jpeg,Rp200,3,112,Rp1000,SALAH
200_46.jpeg,Rp200,4,114,Rp1000,SALAH
200_46.jpeg,Rp200,5,112,Rp1000,SALAH
200_47.jpeg,Rp200,1,118,Rp200,BENAR
200_47.jpeg,Rp200,2,118,Rp200,BENAR
200_47.jpeg,Rp200,3,116,Rp200,BENAR
200_47.jpeg,Rp200,4,116,Rp200,BENAR
200_47.jpeg,Rp200,5,114,Rp1000,SALAH
200_48.jpeg,Rp200,1,116,Rp200,BENAR
200_48.jpeg,Rp200,2,112,Rp1000,SALAH
200_48.jpeg,Rp200,3,118,Rp200,BENAR
200_48.jpeg,Rp200,4,120,Rp200,BENAR
200_48.jpeg,Rp200,5,118,Rp200,BENAR
200_49.jpeg,Rp200,1,116,Rp200,BENAR
200_49.jpeg,Rp200,2,116,Rp200,BENAR
200_49.jpeg,Rp200,3,116,Rp200,BENAR
200_49.jpeg,Rp200,4,120,Rp200,BENAR
200_49.jpeg,Rp200,5,114,Rp1000,SALAH
200_50.jpeg,Rp200,1,118,Rp200,BENAR
200_50.jpeg,Rp200,2,114,Rp1000,SALAH
200_50.jpeg,Rp200,3,116,Rp200,BENAR
200_50.jpeg,Rp200,4,120,Rp200,BENAR
200_50.jpeg,Rp200,5,112,Rp1000,SALAH
500_01.jpeg,Rp500,1,124,Rp500,BENAR
500_02.jpeg,Rp500,1,124,Rp500,BENAR
500_03.jpeg,Rp500,1,122,Rp500,BENAR
500_04.jpeg,Rp500,1,126,Rp500,BENAR
500_05.jpeg,Rp500,1,126,Rp500,BENAR
500_06.jpeg,Rp500,1,130,Rp500,BENAR
500_07.jpeg,Rp500,1,130,Rp500,BENAR
500_08.jpeg,Rp500,1,126,Rp500,BENAR
500_09.jpeg,Rp500,1,128,Rp500,BENAR
500_10.jpeg,Rp500,1,128,Rp500,BENAR
500_11.jpeg,Rp500,1,130,Rp500,BENAR
500_11.jpeg,Rp500,2,124,Rp500,BENAR
500_12.jpeg,Rp500,1,130,Rp500,BENAR
500_12.jpeg,Rp500,2,124,Rp500,BENAR
500_13.jpeg,Rp500,1,128,Rp500,BENAR
500_13.jpeg,Rp500,2,128,Rp500,BENAR
500_14.jpeg,Rp500,1,128,Rp500,BENAR
500_14.jpeg,Rp500,2,124,Rp500,BENAR
500_15.jpeg,Rp500,1,116,Rp200,SALAH
500_15.jpeg,Rp500,2,130,Rp500,BENAR
500_16.jpeg,Rp500,1,128,Rp500,BENAR
500_16.jpeg,Rp500,2,122,Rp500,BENAR
500_17.jpeg,Rp500,1,128,Rp500,BENAR
500_17.jpeg,Rp500,2,126,Rp500,BENAR
500_18.jpeg,Rp500,1,128,Rp500,BENAR
500_18.jpeg,Rp500,2,124,Rp500,BENAR
500_19.jpeg,Rp500,1,118,Rp200,SALAH
500_19.jpeg,Rp500,2,128,Rp500,BENAR
500_20.jpeg,Rp500,1,128,Rp500,BENAR
500_20.jpeg,Rp500,2,120,Rp200,SALAH
500_20.jpeg,Rp500,3,116,Rp200,SALAH
500_21.jpeg,Rp500,1,128,Rp500,BENAR
500_21.jpeg,Rp500,2,126,Rp500,BENAR
500_21.jpeg,Rp500,3,116,Rp200,SALAH
500_22.jpeg,Rp500,1,130,Rp500,BENAR
500_22.jpeg,Rp500,2,124,Rp500,BENAR
500_23.jpeg,Rp500,1,130,Rp500,BENAR
500_23.jpeg,Rp500,2,128,Rp500,BENAR
500_23.jpeg,Rp500,3,120,Rp200,SALAH
500_24.jpeg,Rp500,1,130,Rp500,BENAR
500_24.jpeg,Rp500,2,126,Rp500,BENAR
500_24.jpeg,Rp500,3,116,Rp200,SALAH
500_25.jpeg,Rp500,1,120,Rp200,SALAH
500_25.jpeg,Rp500,2,128,Rp500,BENAR
500_25.jpeg,Rp500,3,126,Rp500,BENAR
500_26.jpeg,Rp500,1,128,Rp500,BENAR
500_26.jpeg,Rp500,2,118,Rp200,SALAH
500_26.jpeg,Rp500,3,130,Rp500,BENAR
500_27.jpeg,Rp500,1,128,Rp500,BENAR
500_27.jpeg,Rp500,2,128,Rp500,BENAR
500_27.jpeg,Rp500,3,126,Rp500,BENAR
500_28.jpeg,Rp500,1,128,Rp500,BENAR
500_28.jpeg,Rp500,2,116,Rp200,SALAH
500_28.jpeg,Rp500,3,128,Rp500,BENAR
500_29.jpeg,Rp500,1,124,Rp500,BENAR
500_29.jpeg,Rp500,2,118,Rp200,SALAH
500_29.jpeg,Rp500,3,120,Rp200,SALAH
500_30.jpeg,Rp500,1,128,Rp500,BENAR
500_30.jpeg,Rp500,2,130,Rp500,BENAR
500_30.jpeg,Rp500,3,126,Rp500,BENAR
500_31.jpeg,Rp500,1,128,Rp500,BENAR
500_31.jpeg,Rp500,2,128,Rp500,BENAR
500_31.jpeg,Rp500,3,118,Rp200,SALAH
500_31.jpeg,Rp500,4,128,Rp500,BENAR
500_32.jpeg,Rp500,1,128,Rp500,BENAR
500_32.jpeg,Rp500,2,128,Rp500,BENAR
500_32.jpeg,Rp500,3,122,Rp500,BENAR
500_32.jpeg,Rp500,4,124,Rp500,BENAR
500_33.jpeg,Rp500,1,128,Rp500,BENAR
500_33.jpeg,Rp500,2,126,Rp500,BENAR
500_33.jpeg,Rp500,3,118,Rp200,SALAH
500_33.jpeg,Rp500,4,124,Rp500,BENAR
500_34.jpeg,Rp500,1,116,Rp200,SALAH
500_34.jpeg,Rp500,2,120,Rp200,SALAH
500_34.jpeg,Rp500,3,128,Rp500,BENAR
500_34.jpeg,Rp500,4,126,Rp500,BENAR
500_35.jpeg,Rp500,1,124,Rp500,BENAR
500_35.jpeg,Rp500,2,124,Rp500,BENAR
500_35.jpeg,Rp500,3,120,Rp200,SALAH
500_35.jpeg,Rp500,4,130,Rp500,BENAR
500_36.jpeg,Rp500,1,128,Rp500,BENAR
500_36.jpeg,Rp500,2,128,Rp500,BENAR
500_36.jpeg,Rp500,3,116,Rp200,SALAH
500_36.jpeg,Rp500,4,120,Rp200,SALAH
500_37.jpeg,Rp500,1,128,Rp500,BENAR
500_37.jpeg,Rp500,2,128,Rp500,BENAR
500_37.jpeg,Rp500,3,126,Rp500,BENAR
500_37.jpeg,Rp500,4,120,Rp200,SALAH
500_38.jpeg,Rp500,1,128,Rp500,BENAR
500_38.jpeg,Rp500,2,128,Rp500,BENAR
500_38.jpeg,Rp500,3,130,Rp500,BENAR
500_38.jpeg,Rp500,4,124,Rp500,BENAR
500_39.jpeg,Rp500,1,130,Rp500,BENAR
500_39.jpeg,Rp500,2,120,Rp200,SALAH
500_39.jpeg,Rp500,3,128,Rp500,BENAR
500_39.jpeg,Rp500,4,122,Rp500,BENAR
500_40.jpeg,Rp500,1,128,Rp500,BENAR
500_40.jpeg,Rp500,2,128,Rp500,BENAR
500_40.jpeg,Rp500,3,128,Rp500,BENAR
500_40.jpeg,Rp500,4,120,Rp200,SALAH
500_41.jpeg,Rp500,1,128,Rp500,BENAR
500_41.jpeg,Rp500,2,132,Rp500,BENAR
500_41.jpeg,Rp500,3,124,Rp500,BENAR
500_41.jpeg,Rp500,4,122,Rp500,BENAR
500_41.jpeg,Rp500,5,128,Rp500,BENAR
500_42.jpeg,Rp500,1,128,Rp500,BENAR
500_42.jpeg,Rp500,2,130,Rp500,BENAR
500_42.jpeg,Rp500,3,124,Rp500,BENAR
500_42.jpeg,Rp500,4,130,Rp500,BENAR
500_42.jpeg,Rp500,5,120,Rp200,SALAH
500_43.jpeg,Rp500,1,122,Rp500,BENAR
500_43.jpeg,Rp500,2,122,Rp500,BENAR
500_43.jpeg,Rp500,3,124,Rp500,BENAR
500_43.jpeg,Rp500,4,128,Rp500,BENAR
500_43.jpeg,Rp500,5,124,Rp500,BENAR
500_44.jpeg,Rp500,1,128,Rp500,BENAR
500_44.jpeg,Rp500,2,126,Rp500,BENAR
500_44.jpeg,Rp500,3,126,Rp500,BENAR
500_44.jpeg,Rp500,4,122,Rp500,BENAR
500_44.jpeg,Rp500,5,124,Rp500,BENAR
500_45.jpeg,Rp500,1,130,Rp500,BENAR
500_45.jpeg,Rp500,2,128,Rp500,BENAR
500_45.jpeg,Rp500,3,120,Rp200,SALAH
500_45.jpeg,Rp500,4,120,Rp200,SALAH
500_45.jpeg,Rp500,5,130,Rp500,BENAR
500_46.jpeg,Rp500,1,130,Rp500,BENAR
500_46.jpeg,Rp500,2,128,Rp500,BENAR
500_46.jpeg,Rp500,3,128,Rp500,BENAR
500_46.jpeg,Rp500,4,128,Rp500,BENAR
500_46.jpeg,Rp500,5,120,Rp200,SALAH
500_47.jpeg,Rp500,1,128,Rp500,BENAR
500_47.jpeg,Rp500,2,130,Rp500,BENAR
500_47.jpeg,Rp500,3,128,Rp500,BENAR
500_47.jpeg,Rp500,4,124,Rp500,BENAR
500_47.jpeg,Rp500,5,128,Rp500,BENAR
500_48.jpeg,Rp500,1,128,Rp500,BENAR
500_48.jpeg,Rp500,2,128,Rp500,BENAR
500_48.jpeg,Rp500,3,124,Rp500,BENAR
500_48.jpeg,Rp500,4,120,Rp200,SALAH
500_48.jpeg,Rp500,5,120,Rp200,SALAH
500_49.jpeg,Rp500,1,126,Rp500,BENAR
500_49.jpeg,Rp500,2,124,Rp500,BENAR
500_49.jpeg,Rp500,3,124,Rp500,BENAR
500_49.jpeg,Rp500,4,114,Rp1000,SALAH
500_49.jpeg,Rp500,5,124,Rp500,BENAR
500_50.jpeg,Rp500,1,128,Rp500,BENAR
500_50.jpeg,Rp500,2,130,Rp500,BENAR
500_50.jpeg,Rp500,3,120,Rp200,SALAH
500_50.jpeg,Rp500,4,130,Rp500,BENAR
500_50.jpeg,Rp500,5,120,Rp200,SALAH
